Trip;Date;Departure;CS Centrumzijde;Vaartscherijn;Stadion Galgenwaard;De Kromme Rijn;Padualaan;Heidelberglaan;UMC;WKZ;P+R Uithof
R1099;15-9-2015;10:35;0;11;1;2;36;63;2,67;2,67;2,67
R1101;15-9-2015;10:40;0;15;1;3;32;48;1,67;1,67;1,67
R1103;15-9-2015;10:45;0;13;1;1;7;13;1,00;1,00;1,00
R1105;15-9-2015;10:50;0;24;3;2;58;40;2,00;2,00;2,00
R1107;15-9-2015;10:54;0;16;5;1;48;49;2,00;2,00;2,00
R1109;15-9-2015;10:59;0;0;0;0;21;51;2,00;2,00;2,00
R1111;15-9-2015;11:04;0;7;11;0;23;15;0,67;0,67;0,67
R1113;15-9-2015;11:09;0;8;0;0;37;15;0,00;0,00;0,00
R1115;15-9-2015;11:14;0;0;0;0;1;0;0,00;0,00;0,00
R1117;15-9-2015;11:18;0;6;2;1;8;15;1,00;1,00;1,00
R1119;15-9-2015;11:23;0;2;1;2;7;11;0,33;0,33;0,33
R1121;15-9-2015;11:28;0;8;2;1;13;25;0,67;0,67;0,67
R1123;15-9-2015;11:33;0;22;12;1;31;39;1,67;1,67;1,67
R1125;15-9-2015;11:37;0;21;4;3;31;22;1,33;1,33;1,33
R1127;15-9-2015;11:42;0;5;0;1;11;13;1,00;1,00;1,00
R1129;15-9-2015;11:47;0;3;2;0;22;18;0,67;0,67;0,67
R1131;15-9-2015;11:52;0;8;5;0;13;14;0,00;0,00;0,00
R1133;15-9-2015;11:57;0;0;0;0;6;0;0,00;0,00;0,00
R1135;15-9-2015;12:01;0;0;0;0;0;0;0,00;0,00;0,00
R1137;15-9-2015;12:06;0;5;0;1;28;24;0,33;0,33;0,33
R1139;15-9-2015;12:11;0;12;6;4;26;24;0,67;0,67;0,67
R1141;15-9-2015;12:16;0;15;0;2;23;29;1,00;1,00;1,00
R1143;15-9-2015;12:20;0;14;3;10;51;71;2,67;2,67;2,67
R1145;15-9-2015;12:25;0;10;1;17;60;69;1,33;1,33;1,33
R1147;15-9-2015;12:30;0;15;2;11;18;48;2,67;2,67;2,67
R1149;15-9-2015;12:35;0;8;0;5;50;62;0,33;0,33;0,33
R1151;15-9-2015;12:40;0;0;0;2;1;1;0,33;0,33;0,33
R1153;15-9-2015;12:44;0;8;0;0;31;24;1,00;1,00;1,00
R1155;15-9-2015;12:49;0;17;12;10;33;50;1,67;1,67;1,67
R1157;15-9-2015;12:54;0;13;2;6;57;53;2,67;2,67;2,67
R1159;15-9-2015;12:59;0;11;1;1;34;35;2,00;2,00;2,00
R1163;15-9-2015;13:08;0;6;2;0;33;22;3,00;3,00;3,00
R1165;15-9-2015;13:13;0;12;3;5;40;32;1,33;1,33;1,33
R1167;15-9-2015;13:18;0;0;2;2;5;4;0,00;0,00;0,00
R1169;15-9-2015;13:23;0;0;0;0;1;3;0,00;0,00;0,00
R1171;15-9-2015;13:27;0;6;1;1;17;9;0,67;0,67;0,67
R1173;15-9-2015;13:32;0;1;2;0;6;10;0,67;0,67;0,67
R1175;15-9-2015;13:37;0;8;2;2;20;18;1,67;1,67;1,67
R1177;15-9-2015;13:42;0;7;0;3;22;7;2,00;2,00;2,00
R1179;15-9-2015;13:46;0;9;2;2;5;5;0,00;0,00;0,00
R1181;15-9-2015;13:51;0;1;0;1;16;11;1,00;1,00;1,00
R1183;15-9-2015;13:56;0;6;0;2;19;12;0,67;0,67;0,67
R1185;15-9-2015;14:01;0;7;0;1;12;6;0,67;0,67;0,67
R1187;15-9-2015;14:06;0;0;0;0;0;0;0,00;0,00;0,00
R1189;15-9-2015;14:10;0;0;1;0;1;1;0,00;0,00;0,00
R1191;15-9-2015;14:15;0;8;1;0;11;23;2,00;2,00;2,00
R1193;15-9-2015;14:20;0;3;0;4;8;19;3,00;3,00;3,00
R1195;15-9-2015;14:25;0;8;1;6;9;31;1,33;1,33;1,33
R1197;15-9-2015;14:29;0;9;3;11;21;67;2,00;2,00;2,00
R1199;15-9-2015;14:34;0;5;1;3;11;33;0,67;0,67;0,67
R1201;15-9-2015;14:39;0;10;2;11;22;59;4,33;4,33;4,33
R1203;15-9-2015;14:42;0;4;0;1;3;9;0,67;0,67;0,67
R1205;15-9-2015;14:48;0;0;0;0;2;0;0,00;0,00;0,00
R1207;15-9-2015;14:52;0;4;2;5;3;8;0,67;0,67;0,67
R1209;15-9-2015;14:57;0;3;2;4;21;20;0,67;0,67;0,67
R1211;15-9-2015;15:01;0;6;1;2;5;20;1,67;1,67;1,67
R1213;15-9-2015;15:06;0;11;1;2;10;11;1,67;1,67;1,67
R1215;15-9-2015;15:10;0;1;0;2;4;25;1,00;1,00;1,00
R1217;15-9-2015;15:14;0;4;4;2;11;10;1,33;1,33;1,33
R1219;15-9-2015;15:19;0;5;1;0;6;10;0,00;0,00;0,00
R1221;15-9-2015;15:23;0;4;1;0;6;7;0,00;0,00;0,00
R1223;15-9-2015;15:27;0;0;1;0;3;0;0,00;0,00;0,00
R1225;15-9-2015;15:32;0;1;0;3;7;3;0,33;0,33;0,33
R1227;15-9-2015;15:36;0;0;0;0;0;0;0,00;0,00;0,00
R1229;15-9-2015;15:40;0;15;3;3;14;19;1,67;1,67;1,67
R1231;15-9-2015;15:45;0;5;0;1;6;3;0,33;0,33;0,33
R1233;15-9-2015;15:49;0;6;1;0;2;6;0,67;0,67;0,67
R1235;15-9-2015;15:53;0;0;0;1;2;3;0,00;0,00;0,00
R1237;15-9-2015;15:58;0;3;0;2;12;6;0,67;0,67;0,67
R1239;15-9-2015;16:02;0;6;0;0;3;3;0,67;0,67;0,67
R1241;15-9-2015;16:06;0;0;0;0;0;0;0,00;0,00;0,00
R1243;15-9-2015;16:11;0;4;5;1;12;8;3,67;3,67;3,67
R1247;15-9-2015;16:19;0;3;2;3;6;7;17,33;17,33;17,33
R1249;15-9-2015;16:24;0;3;4;0;7;2;8,00;8,00;8,00
R1251;15-9-2015;16:28;0;0;36;1;1;3;0,67;0,67;0,67
R1253;15-9-2015;16:32;0;2;3;1;9;10;1,67;1,67;1,67
R1255;15-9-2015;16:37;0;0;0;0;9;2;0,00;0,00;0,00
R1257;15-9-2015;16:41;0;10;0;0;7;12;0,67;0,67;0,67
R1259;15-9-2015;16:45;0;0;0;0;0;1;0,33;0,33;0,33
R1261;15-9-2015;16:50;0;14;5;2;19;28;1,00;1,00;1,00
R1265;15-9-2015;16:58;0;10;2;2;15;50;1,67;1,67;1,67
R1267;15-9-2015;17:03;0;8;2;1;6;19;0,67;0,67;0,67
R1269;15-9-2015;17:07;0;4;0;2;0;1;0,00;0,00;0,00
R1271;15-9-2015;17:11;0;0;0;0;2;8;0,00;0,00;0,00
R1273;15-9-2015;17:16;0;10;4;3;7;14;0,67;0,67;0,67
R1275;15-9-2015;17:20;0;3;1;1;3;5;0,00;0,00;0,00
R1277;15-9-2015;17:24;0;0;0;0;0;0;0,00;0,00;0,00
R1279;15-9-2015;17:29;0;7;1;1;1;6;0,67;0,67;0,67
R1283;15-9-2015;17:37;0;6;0;2;4;8;0,33;0,33;0,33
R1285;15-9-2015;17:42;0;13;1;3;1;7;0,00;0,00;0,00
R1287;15-9-2015;17:46;0;0;0;0;0;0;0,00;0,00;0,00
R1289;15-9-2015;17:51;0;0;1;1;0;3;0,33;0,33;0,33
R1291;15-9-2015;17:56;0;10;2;1;2;13;0,67;0,67;0,67
R1293;15-9-2015;18:01;0;7;0;0;4;5;0,33;0,33;0,33
R1295;15-9-2015;18:10;0;8;5;1;5;21;0,67;0,67;0,67
R1297;15-9-2015;18:24;0;18;6;3;7;10;0,33;0,33;0,33
R1299;15-9-2015;18:39;0;5;7;1;1;14;2,67;2,67;2,67
R1301;15-9-2015;18:50;0;16;9;3;3;8;1,00;1,00;1,00
R1303;15-9-2015;19:09;0;23;7;1;0;13;0,00;0,00;0,00
R1305;15-9-2015;19:24;0;5;3;0;1;5;0,67;0,67;0,67
R1307;15-9-2015;19:37;0;7;0;0;1;3;0,00;0,00;0,00
R1309;15-9-2015;19:52;0;5;1;1;1;0;0,00;0,00;0,00
R1311;15-9-2015;20:07;0;11;0;1;0;6;0,00;0,00;0,00
R1313;15-9-2015;20:22;0;6;2;0;0;5;0,67;0,67;0,67
R1315;15-9-2015;20:37;0;5;0;1;1;4;0,00;0,00;0,00
R1317;15-9-2015;20:52;0;5;0;0;0;0;0,00;0,00;0,00
R1319;15-9-2015;21:07;0;5;0;0;1;2;0,00;0,00;0,00
R1001;16-9-2015;6:10;0;11;9;2;18;17;3,33;3,33;3,33
R1003;16-9-2015;6:30;0;3;3;4;2;13;8,67;8,67;8,67
R1005;16-9-2015;6:42;0;8;8;2;3;7;4,00;4,00;4,00
R1007;16-9-2015;6:55;0;7;16;4;5;7;7,67;7,67;7,67
R1009;16-9-2015;7:05;0;7;1;2;3;5;5,00;5,00;5,00
R1011;16-9-2015;7:14;0;4;22;2;5;10;4,67;4,67;4,67
R1013;16-9-2015;7:21;0;4;5;1;5;36;8,33;8,33;8,33
R1015;16-9-2015;7:26;0;2;7;5;7;32;6,00;6,00;6,00
R1017;16-9-2015;7:31;0;23;19;3;9;52;4,67;4,67;4,67
R1019;16-9-2015;7:36;0;0;0;0;0;2;0,67;0,67;0,67
R1021;16-9-2015;7:40;0;22;11;6;45;26;6,00;6,00;6,00
R1023;16-9-2015;7:44;0;39;28;4;51;39;8,33;8,33;8,33
R1025;16-9-2015;7:48;0;5;14;2;31;17;3,33;3,33;3,33
R1027;16-9-2015;7:52;0;5;6;0;7;9;1,00;1,00;1,00
R1029;16-9-2015;7:57;0;0;0;0;0;2;1,00;1,00;1,00
R1031;16-9-2015;8:01;0;13;6;2;53;27;5,67;5,67;5,67
R1033;16-9-2015;8:05;0;20;10;3;44;18;30,00;30,00;30,00
R1035;16-9-2015;8:09;0;37;8;3;42;38;8,67;8,67;8,67
R1037;16-9-2015;8:14;0;30;12;6;47;24;24,67;24,67;24,67
R1039;16-9-2015;8:18;0;49;19;11;125;145;9,00;9,00;9,00
R1041;16-9-2015;8:22;0;23;7;6;39;60;47,33;47,33;47,33
R1043;16-9-2015;8:26;0;48;22;20;105;185;7,33;7,33;7,33
R1045;16-9-2015;8:30;0;19;3;5;56;66;50,33;50,33;50,33
R1047;16-9-2015;8:35;0;2;5;16;84;65;4,33;4,33;4,33
R1049;16-9-2015;8:39;0;22;12;5;53;105;44,00;44,00;44,00
R1051;16-9-2015;8:43;0;35;12;7;82;105;3,00;3,00;3,00
R1053;16-9-2015;8:47;0;40;4;4;22;15;2,00;2,00;2,00
R1055;16-9-2015;8:52;0;12;3;3;19;11;1,33;1,33;1,33
R1057;16-9-2015;8:56;0;49;17;1;65;57;3,00;3,00;3,00
R1059;16-9-2015;9:00;0;37;14;2;56;50;4,00;4,00;4,00
R1061;16-9-2015;9:05;0;33;10;3;53;47;6,67;6,67;6,67
R1063;16-9-2015;9:09;0;1;5;0;3;10;1,33;1,33;1,33
R1065;16-9-2015;9:14;0;0;0;0;0;0;0,00;0,00;0,00
R1067;16-9-2015;9:19;0;5;3;0;14;27;1,33;1,33;1,33
R1069;16-9-2015;9:24;0;12;4;1;16;18;2,33;2,33;2,33
R1071;16-9-2015;9:28;0;16;7;1;36;51;3,33;3,33;3,33
R1073;16-9-2015;9:33;0;0;1;0;1;1;0,33;0,33;0,33
R1075;16-9-2015;9:38;0;45;4;3;60;33;3,00;3,00;3,00
R1077;16-9-2015;9:43;0;29;3;2;28;27;2,00;2,00;2,00
R1079;16-9-2015;9:48;0;33;1;1;40;27;3,33;3,33;3,33
R1081;16-9-2015;9:52;0;35;5;4;50;29;2,33;2,33;2,33
R1083;16-9-2015;9:57;0;0;0;0;1;0;0,00;0,00;0,00
R1085;16-9-2015;10:02;0;34;2;4;40;17;0,67;0,67;0,67
R1087;16-9-2015;10:07;0;20;1;1;56;21;1,33;1,33;1,33
R1089;16-9-2015;10:11;0;20;1;3;57;47;2,33;2,33;2,33
R1091;16-9-2015;10:16;0;0;0;0;4;5;0,00;0,00;0,00
R1093;16-9-2015;10:21;0;34;2;27;123;85;3,33;3,33;3,33
R1095;16-9-2015;10:26;0;9;5;13;34;50;45,00;45,00;45,00
R1097;16-9-2015;10:31;0;14;2;26;63;143;3,33;3,33;3,33
R1099;16-9-2015;10:35;0;14;0;7;59;71;3,67;3,67;3,67
R1101;16-9-2015;10:40;0;11;0;13;44;46;0,67;0,67;0,67
R1103;16-9-2015;10:45;0;21;3;4;27;68;2,00;2,00;2,00
R1105;16-9-2015;10:50;0;5;1;0;2;2;0,33;0,33;0,33
R1107;16-9-2015;10:54;0;7;1;0;17;6;2,33;2,33;2,33
R1109;16-9-2015;10:59;0;0;0;1;27;17;2,00;2,00;2,00
R1111;16-9-2015;11:04;0;2;1;0;17;18;0,67;0,67;0,67
R1113;16-9-2015;11:09;0;15;9;3;63;35;2,33;2,33;2,33
R1115;16-9-2015;11:14;0;10;1;0;22;13;0,67;0,67;0,67
R1117;16-9-2015;11:18;0;20;2;2;25;39;1,00;1,00;1,00
R1119;16-9-2015;11:23;0;5;1;0;7;15;0,00;0,00;0,00
R1121;16-9-2015;11:28;0;19;4;2;35;26;1,00;1,00;1,00
R1123;16-9-2015;11:33;0;5;0;1;1;1;0,00;0,00;0,00
R1125;16-9-2015;11:37;0;1;0;0;2;1;0,00;0,00;0,00
R1127;16-9-2015;11:42;0;1;4;0;13;14;0,00;0,00;0,00
R1129;16-9-2015;11:47;0;16;3;1;22;22;1,33;1,33;1,33
R1131;16-9-2015;11:52;0;9;2;3;37;53;2,00;2,00;2,00
R1133;16-9-2015;11:57;0;8;0;4;21;20;0,33;0,33;0,33
R1135;16-9-2015;12:01;0;14;3;2;30;38;2,00;2,00;2,00
R1137;16-9-2015;12:06;0;1;2;0;1;3;0,00;0,00;0,00
R1139;16-9-2015;12:11;0;6;2;2;34;33;1,33;1,33;1,33
R1141;16-9-2015;12:16;0;16;4;2;21;21;2,33;2,33;2,33
R1143;16-9-2015;12:20;0;0;0;0;2;5;0,00;0,00;0,00
R1145;16-9-2015;12:25;0;15;1;2;18;15;0,67;0,67;0,67
R1147;16-9-2015;12:30;0;12;0;14;70;78;2,33;2,33;2,33
R1149;16-9-2015;12:35;0;4;7;9;44;90;2,00;2,00;2,00
R1151;16-9-2015;12:40;0;5;6;12;39;66;1,00;1,00;1,00
R1153;16-9-2015;12:44;0;6;4;20;54;55;3,33;3,33;3,33
R1155;16-9-2015;12:49;0;2;0;5;17;25;2,33;2,33;2,33
R1157;16-9-2015;12:54;0;6;1;12;33;32;3,67;3,67;3,67
R1159;16-9-2015;12:59;0;9;1;4;31;35;2,00;2,00;2,00
R1161;16-9-2015;13:03;0;0;0;2;5;2;0,00;0,00;0,00
R1163;16-9-2015;13:08;0;16;2;6;45;22;0,33;0,33;0,33
R1165;16-9-2015;13:13;0;6;2;6;15;30;2,33;2,33;2,33
R1167;16-9-2015;13:18;0;4;5;3;23;22;1,00;1,00;1,00
R1169;16-9-2015;13:23;0;1;2;0;6;12;1,00;1,00;1,00
R1171;16-9-2015;13:27;0;13;2;3;13;16;2,00;2,00;2,00
R1173;16-9-2015;13:32;0;0;0;0;1;0;0,00;0,00;0,00
R1175;16-9-2015;13:37;0;3;1;0;6;3;0,33;0,33;0,33
R1177;16-9-2015;13:42;0;8;0;0;3;0;0,00;0,00;0,00
R1179;16-9-2015;13:46;0;0;0;0;1;0;0,33;0,33;0,33
R1181;16-9-2015;13:51;0;1;0;0;12;7;0,00;0,00;0,00
R1183;16-9-2015;13:56;0;5;6;3;13;17;0,00;0,00;0,00
R1185;16-9-2015;14:01;0;16;0;1;19;27;1,67;1,67;1,67
R1187;16-9-2015;14:06;0;3;1;0;5;4;1,33;1,33;1,33
R1189;16-9-2015;14:10;0;14;3;6;21;23;1,67;1,67;1,67
R1191;16-9-2015;14:15;0;0;0;0;0;0;0,00;0,00;0,00
R1193;16-9-2015;14:20;0;3;0;2;7;13;1,00;1,00;1,00
R1195;16-9-2015;14:25;0;3;0;0;0;0;0,00;0,00;0,00
R1197;16-9-2015;14:29;0;1;0;1;0;1;0,67;0,67;0,67
R1199;16-9-2015;14:34;0;42;3;1;1;2;28,33;28,33;28,33
R1201;16-9-2015;14:39;0;7;0;6;15;26;1,00;1,00;1,00
R1203;16-9-2015;14:42;0;8;1;4;32;39;0,67;0,67;0,67
R1205;16-9-2015;14:48;0;7;6;4;4;22;15,33;15,33;15,33
R1207;16-9-2015;14:52;0;5;3;1;7;10;2,33;2,33;2,33
R1209;16-9-2015;14:57;0;0;0;0;0;0;0,00;0,00;0,00
R1211;16-9-2015;15:01;0;4;3;1;2;6;0,00;0,00;0,00
R1213;16-9-2015;15:06;0;0;0;0;0;0;0,00;0,00;0,00
R1215;16-9-2015;15:10;0;0;1;0;0;0;0,00;0,00;0,00
R1217;16-9-2015;15:14;0;1;3;2;6;2;1,00;1,00;1,00
R1219;16-9-2015;15:19;0;9;1;0;5;4;0,00;0,00;0,00
R1221;16-9-2015;15:23;0;2;0;0;6;8;1,00;1,00;1,00
R1223;16-9-2015;15:27;0;9;1;0;11;6;1,33;1,33;1,33
R1225;16-9-2015;15:32;0;6;2;4;20;13;0,67;0,67;0,67
R1227;16-9-2015;15:36;0;0;0;0;1;0;0,00;0,00;0,00
R1229;16-9-2015;15:40;0;1;3;0;2;1;0,33;0,33;0,33
R1231;16-9-2015;15:45;0;15;1;1;5;1;1,00;1,00;1,00
R1233;16-9-2015;15:49;0;6;0;1;0;4;0,67;0,67;0,67
R1235;16-9-2015;15:53;0;9;2;1;7;2;0,33;0,33;0,33
R1237;16-9-2015;15:58;0;7;0;1;4;3;1,67;1,67;1,67
R1239;16-9-2015;16:02;0;4;1;0;0;3;1,00;1,00;1,00
R1241;16-9-2015;16:06;0;7;2;0;6;7;0,67;0,67;0,67
R1243;16-9-2015;16:11;0;10;1;1;8;3;1,33;1,33;1,33
R1245;16-9-2015;16:15;0;0;0;0;1;1;0,33;0,33;0,33
R1247;16-9-2015;16:19;0;11;3;0;2;3;0,67;0,67;0,67
R1249;16-9-2015;16:24;0;12;2;0;2;1;0,00;0,00;0,00
R1251;16-9-2015;16:28;0;0;0;0;0;0;0,00;0,00;0,00
R1253;16-9-2015;16:32;0;10;0;2;8;3;0,33;0,33;0,33
R1255;16-9-2015;16:37;0;16;5;3;21;9;1,33;1,33;1,33
R1257;16-9-2015;16:41;0;9;1;0;4;1;1,33;1,33;1,33
R1259;16-9-2015;16:45;0;2;1;0;5;5;0,33;0,33;0,33
R1261;16-9-2015;16:50;0;19;143;0;4;6;0,67;0,67;0,67
R1263;16-9-2015;16:54;0;0;0;0;1;0;0,00;0,00;0,00
R1265;16-9-2015;16:58;0;1;0;0;2;5;1,00;1,00;1,00
R1267;16-9-2015;17:03;0;0;0;0;0;0;0,00;0,00;0,00
R1269;16-9-2015;17:07;0;0;0;0;0;0;0,33;0,33;0,33
R1273;16-9-2015;17:16;0;5;3;3;6;13;1,33;1,33;1,33
R1275;16-9-2015;17:20;0;7;4;0;2;5;0,67;0,67;0,67
R1277;16-9-2015;17:24;0;18;10;4;4;11;0,67;0,67;0,67
R1279;16-9-2015;17:29;0;7;16;1;5;11;1,67;1,67;1,67
R1281;16-9-2015;17:33;0;0;0;0;1;2;0,00;0,00;0,00
R1283;16-9-2015;17:37;0;5;2;2;1;9;0,00;0,00;0,00
R1285;16-9-2015;17:42;0;1;1;0;1;0;0,33;0,33;0,33
R1287;16-9-2015;17:46;0;4;1;1;4;3;0,00;0,00;0,00
R1289;16-9-2015;17:51;0;14;2;1;2;1;0,00;0,00;0,00
R1291;16-9-2015;17:56;0;9;1;2;4;2;0,67;0,67;0,67
R1293;16-9-2015;18:01;0;11;3;2;3;3;0,67;0,67;0,67
R1295;16-9-2015;18:10;0;9;2;1;1;13;0,00;0,00;0,00
R1297;16-9-2015;18:24;0;17;5;2;1;8;0,00;0,00;0,00
R1299;16-9-2015;18:39;0;23;5;1;5;12;0,33;0,33;0,33
R1301;16-9-2015;18:50;0;7;2;0;0;5;0,00;0,00;0,00
R1303;16-9-2015;19:09;0;33;10;3;1;7;0,67;0,67;0,67
R1305;16-9-2015;19:24;0;10;4;1;2;7;0,33;0,33;0,33
R1307;16-9-2015;19:37;0;15;0;1;0;3;0,00;0,00;0,00
R1309;16-9-2015;19:52;0;9;1;1;2;2;0,67;0,67;0,67
R1311;16-9-2015;20:07;0;7;3;0;2;3;0,67;0,67;0,67
R1313;16-9-2015;20:22;0;5;0;3;0;5;0,00;0,00;0,00
R1315;16-9-2015;20:37;0;6;0;0;1;5;0,00;0,00;0,00
R1317;16-9-2015;20:52;0;3;1;0;0;0;0,00;0,00;0,00
R1319;16-9-2015;21:07;0;13;2;1;0;4;0,00;0,00;0,00
R1001;17-9-2015;6:10;0;0;0;0;1;0;1,33;1,33;1,33
R1003;17-9-2015;6:30;0;2;3;2;1;10;9,33;9,33;9,33
R1005;17-9-2015;6:42;0;6;20;5;4;7;4,00;4,00;4,00
R1007;17-9-2015;6:55;0;8;10;6;4;5;4,67;4,67;4,67
R1009;17-9-2015;7:05;0;8;4;2;1;3;3,67;3,67;3,67
R1011;17-9-2015;7:14;0;1;19;3;2;13;5,67;5,67;5,67
R1013;17-9-2015;7:21;0;4;8;0;4;16;7,67;7,67;7,67
R1015;17-9-2015;7:26;0;6;3;4;40;41;2,67;2,67;2,67
R1017;17-9-2015;7:31;0;12;19;4;12;36;5,67;5,67;5,67
R1019;17-9-2015;7:36;0;7;4;1;5;25;4,33;4,33;4,33
R1021;17-9-2015;7:40;0;0;0;0;0;0;0,00;0,00;0,00
R1023;17-9-2015;7:44;0;8;22;6;21;38;9,00;9,00;9,00
R1025;17-9-2015;7:48;0;5;6;4;36;27;4,67;4,67;4,67
R1027;17-9-2015;7:52;0;1;5;1;24;12;3,00;3,00;3,00
R1029;17-9-2015;7:57;0;21;11;5;41;23;4,00;4,00;4,00
R1031;17-9-2015;8:01;0;35;11;0;39;23;3,00;3,00;3,00
R1033;17-9-2015;8:05;0;53;6;10;56;48;4,67;4,67;4,67
R1035;17-9-2015;8:09;0;0;0;1;2;1;0,00;0,00;0,00
R1037;17-9-2015;8:14;0;54;5;6;63;54;2,67;2,67;2,67
R1039;17-9-2015;8:18;0;22;1;6;10;28;22,67;22,67;22,67
R1041;17-9-2015;8:22;0;48;19;11;91;115;6,00;6,00;6,00
R1043;17-9-2015;8:26;0;3;0;0;6;4;0,67;0,67;0,67
R1045;17-9-2015;8:30;0;9;4;11;85;93;5,33;5,33;5,33
R1047;17-9-2015;8:35;0;33;15;9;80;93;23,00;23,00;23,00
R1049;17-9-2015;8:39;0;17;7;7;107;131;4,67;4,67;4,67
R1051;17-9-2015;8:43;0;8;0;0;0;0;4,67;4,67;4,67
R1053;17-9-2015;8:47;0;10;0;0;2;0;0,00;0,00;0,00
R1055;17-9-2015;8:52;0;49;15;4;38;52;1,67;1,67;1,67
R1057;17-9-2015;8:56;0;42;21;10;64;62;4,33;4,33;4,33
R1059;17-9-2015;9:00;0;58;10;4;50;47;2,33;2,33;2,33
R1061;17-9-2015;9:05;0;0;0;0;1;1;0,00;0,00;0,00
R1063;17-9-2015;9:09;0;13;9;2;29;19;0,67;0,67;0,67
R1065;17-9-2015;9:14;0;19;5;4;39;24;1,00;1,00;1,00
R1067;17-9-2015;9:19;0;42;4;0;21;11;10,33;10,33;10,33
R1069;17-9-2015;9:24;0;1;2;1;3;21;1,00;1,00;1,00
R1071;17-9-2015;9:28;0;0;0;0;0;2;3,67;3,67;3,67
R1073;17-9-2015;9:33;0;17;1;2;17;24;9,33;9,33;9,33
R1075;17-9-2015;9:38;0;43;4;1;23;35;1,33;1,33;1,33
R1077;17-9-2015;9:43;0;48;9;3;60;64;1,00;1,00;1,00
R1079;17-9-2015;9:48;0;2;0;0;11;13;0,33;0,33;0,33
R1081;17-9-2015;9:52;0;34;1;8;98;44;2,67;2,67;2,67
R1083;17-9-2015;9:57;0;16;3;2;53;8;0,33;0,33;0,33
R1085;17-9-2015;10:02;0;28;1;4;52;14;1,00;1,00;1,00
R1087;17-9-2015;10:07;0;25;0;7;66;70;2,67;2,67;2,67
R1089;17-9-2015;10:11;0;20;3;2;64;18;2,33;2,33;2,33
R1091;17-9-2015;10:16;0;2;1;0;1;0;0,33;0,33;0,33
R1093;17-9-2015;10:21;0;7;0;9;51;43;1,33;1,33;1,33
R1095;17-9-2015;10:26;0;9;2;18;77;76;3,33;3,33;3,33
R1097;17-9-2015;10:31;0;3;2;2;16;30;1,67;1,67;1,67
R1099;17-9-2015;10:35;0;13;1;7;49;46;2,33;2,33;2,33
R1101;17-9-2015;10:40;0;14;3;4;24;16;0,00;0,00;0,00
R1103;17-9-2015;10:45;0;8;3;1;19;17;1,00;1,00;1,00
R1105;17-9-2015;10:50;0;0;0;1;5;6;0,00;0,00;0,00
R1107;17-9-2015;10:54;0;23;2;1;28;19;0,00;0,00;0,00
R1109;17-9-2015;10:59;0;9;2;2;38;17;1,33;1,33;1,33
R1111;17-9-2015;11:04;0;3;1;0;14;4;0,67;0,67;0,67
R1113;17-9-2015;11:09;0;2;0;0;6;5;0,67;0,67;0,67
R1115;17-9-2015;11:14;0;1;0;0;3;1;0,00;0,00;0,00
R1117;17-9-2015;11:18;0;16;1;1;16;10;0,00;0,00;0,00
R1119;17-9-2015;11:23;0;0;0;0;0;0;0,00;0,00;0,00
R1121;17-9-2015;11:28;0;14;1;2;28;24;1,00;1,00;1,00
R1123;17-9-2015;11:33;0;8;2;0;31;30;1,33;1,33;1,33
R1125;17-9-2015;11:37;0;0;1;0;12;15;0,00;0,00;0,00
R1127;17-9-2015;11:42;0;18;2;1;60;36;1,67;1,67;1,67
R1129;17-9-2015;11:47;0;15;0;0;21;20;0,00;0,00;0,00
R1131;17-9-2015;11:52;0;0;2;1;22;14;1,00;1,00;1,00
R1133;17-9-2015;11:57;0;0;0;0;1;1;0,00;0,00;0,00
R1135;17-9-2015;12:01;0;7;2;0;17;16;1,00;1,00;1,00
R1137;17-9-2015;12:06;0;0;0;0;0;0;0,00;0,00;0,00
R1139;17-9-2015;12:11;0;19;1;4;34;25;1,00;1,00;1,00
R1141;17-9-2015;12:16;0;14;0;4;22;26;0,33;0,33;0,33
R1143;17-9-2015;12:20;0;0;0;0;2;2;0,33;0,33;0,33
R1145;17-9-2015;12:25;0;23;2;11;60;92;3,33;3,33;3,33
R1147;17-9-2015;12:30;0;11;0;9;23;43;2,33;2,33;2,33
R1149;17-9-2015;12:35;0;7;2;12;36;52;1,00;1,00;1,00
R1151;17-9-2015;12:40;0;0;0;1;3;7;0,67;0,67;0,67
R1153;17-9-2015;12:44;0;10;0;1;38;53;2,33;2,33;2,33
R1155;17-9-2015;12:49;0;8;6;1;18;12;2,67;2,67;2,67
R1157;17-9-2015;12:54;0;12;1;1;28;17;1,00;1,00;1,00
R1159;17-9-2015;12:59;0;16;1;1;5;5;0,33;0,33;0,33
R1161;17-9-2015;13:03;0;1;0;2;20;16;1,00;1,00;1,00
R1163;17-9-2015;13:08;0;17;2;1;35;34;1,00;1,00;1,00
R1165;17-9-2015;13:13;0;24;0;0;5;18;1,00;1,00;1,00
R1167;17-9-2015;13:18;0;8;1;2;16;33;3,00;3,00;3,00
R1169;17-9-2015;13:23;0;0;0;0;3;3;0,00;0,00;0,00
R1171;17-9-2015;13:27;0;7;2;1;6;11;0,33;0,33;0,33
R1173;17-9-2015;13:32;0;2;0;1;1;2;0,33;0,33;0,33
R1175;17-9-2015;13:37;0;6;2;1;18;11;3,67;3,67;3,67
R1177;17-9-2015;13:42;0;10;6;1;8;14;1,33;1,33;1,33
R1179;17-9-2015;13:46;0;0;2;0;2;5;0,00;0,00;0,00
