Trip;Date;Departure;CS Centrumzijde;Bleekstraat;Sterrenwijk;Rubenslaan;Stadion Galgenwaard;De Kromme Rijn;Padualaan;Heidelberglaan;AZU
R1309;16-9-2015;19:52;15;0;0;0;2;0;0;0;0
R1311;16-9-2015;20:07;14;2;0;0;1;0;0;0;0
R1313;16-9-2015;20:22;13;0;0;0;0;0;0;0;0
R1315;16-9-2015;20:37;10;0;1;1;0;0;0;0;0
R1317;16-9-2015;20:52;4;0;0;0;0;0;0;0;0
R1319;16-9-2015;21:07;17;2;0;0;1;0;0;0;0
R1001;17-9-2015;6:10;4;0;1;0;0;0;0;0;0
R1003;17-9-2015;6:30;41;1;1;1;1;0;1;0;0
R1005;17-9-2015;6:42;50;2;1;0;1;0;0;0;0
R1007;17-9-2015;6:55;42;0;0;2;2;1;0;0;0
R1009;17-9-2015;7:05;0;27;0;1;1;0;0;0;0
R1011;17-9-2015;7:14;52;0;1;1;1;0;0;0;0
R1013;17-9-2015;7:21;47;4;0;0;3;1;0;0;0
R1015;17-9-2015;7:26;96;1;4;1;0;0;0;0;0
R1017;17-9-2015;7:31;0;93;2;0;4;1;0;0;0
R1019;17-9-2015;7:36;54;1;0;0;0;0;0;0;0
R1021;17-9-2015;7:40;0;0;0;0;0;0;0;0;0
R1023;17-9-2015;7:44;113;4;3;1;1;0;0;0;0
R1025;17-9-2015;7:48;90;0;0;0;1;1;0;0;0
R1027;17-9-2015;7:52;0;51;0;0;0;1;0;0;0
R1029;17-9-2015;7:57;111;2;0;0;0;0;0;0;0
R1031;17-9-2015;8:01;114;1;0;1;0;0;1;0;0
R1033;17-9-2015;8:05;180;1;1;4;1;0;0;0;0
R1035;17-9-2015;8:09;0;0;1;1;1;0;1;0;0
R1037;17-9-2015;8:14;179;4;1;3;3;0;0;0;0
R1039;17-9-2015;8:18;133;1;0;0;0;1;0;0;0
R1041;17-9-2015;8:22;293;2;2;2;3;0;0;0;0
R1043;17-9-2015;8:26;3;1;3;2;6;0;0;0;0
R1045;17-9-2015;8:30;208;5;2;0;3;0;0;0;0
R1047;17-9-2015;8:35;292;6;0;1;0;0;0;0;0
R1049;17-9-2015;8:39;269;8;0;2;1;1;2;0;0
R1051;17-9-2015;8:43;0;18;0;4;0;0;0;0;0
R1053;17-9-2015;8:47;10;0;0;1;1;0;0;0;0
R1055;17-9-2015;8:52;156;4;0;3;0;0;0;0;0
R1057;17-9-2015;8:56;107;102;0;1;2;0;0;0;0
R1059;17-9-2015;9:00;170;3;0;0;3;0;0;0;0
R1061;17-9-2015;9:05;0;0;1;1;0;0;0;0;0
R1063;17-9-2015;9:09;64;3;1;0;5;1;0;0;0
R1065;17-9-2015;9:14;92;2;0;0;0;0;0;0;0
R1067;17-9-2015;9:19;107;1;1;0;0;0;0;0;0
R1069;17-9-2015;9:24;26;2;0;0;3;0;0;0;0
R1071;17-9-2015;9:28;11;0;0;2;0;0;0;0;0
R1073;17-9-2015;9:33;86;1;2;0;0;0;0;0;0
R1075;17-9-2015;9:38;106;2;0;0;1;1;0;0;0
R1077;17-9-2015;9:43;183;2;2;0;0;0;0;0;0
R1079;17-9-2015;9:48;24;1;1;1;0;0;0;0;0
R1081;17-9-2015;9:52;188;1;0;1;3;0;0;0;0
R1083;17-9-2015;9:57;80;3;0;0;0;0;0;0;0
R1085;17-9-2015;10:02;95;0;2;3;1;0;1;0;0
R1087;17-9-2015;10:07;175;1;0;0;0;0;0;0;0
R1089;17-9-2015;10:11;104;2;2;3;2;0;1;0;0
R1091;17-9-2015;10:16;2;2;0;1;0;0;0;0;0
R1093;17-9-2015;10:21;101;2;2;3;0;2;4;0;0
R1095;17-9-2015;10:26;187;4;0;0;0;0;0;1;0
R1097;17-9-2015;10:31;55;0;1;1;0;1;0;0;0
R1099;17-9-2015;10:35;109;2;3;4;5;0;0;0;0
R1101;17-9-2015;10:40;60;1;0;0;0;0;0;0;0
R1103;17-9-2015;10:45;50;0;1;0;0;0;0;0;0
R1105;17-9-2015;10:50;0;3;4;0;4;1;0;0;0
R1107;17-9-2015;10:54;72;0;1;0;0;0;0;0;0
R1109;17-9-2015;10:59;65;2;0;0;0;5;0;0;0
R1111;17-9-2015;11:04;20;1;0;0;3;0;0;0;0
R1113;17-9-2015;11:09;10;0;1;1;1;2;0;0;0
R1115;17-9-2015;11:14;2;1;0;1;0;1;0;0;0
R1117;17-9-2015;11:18;43;1;0;0;0;0;0;0;0
R1119;17-9-2015;11:23;0;0;0;0;0;0;0;0;0
R1121;17-9-2015;11:28;71;0;0;1;0;0;0;0;0
R1123;17-9-2015;11:33;67;5;1;2;0;0;0;0;0
R1125;17-9-2015;11:37;20;0;0;3;5;0;0;0;0
R1127;17-9-2015;11:42;117;2;1;2;0;0;0;0;0
R1129;17-9-2015;11:47;53;2;0;0;1;0;0;0;0
R1131;17-9-2015;11:52;32;1;2;0;7;0;0;0;0
R1133;17-9-2015;11:57;0;0;0;0;0;2;0;0;0
R1135;17-9-2015;12:01;41;2;0;2;0;0;0;0;0
R1137;17-9-2015;12:06;0;0;0;0;0;0;0;0;0
R1139;17-9-2015;12:11;79;0;2;0;2;1;2;0;0
R1141;17-9-2015;12:16;67;0;0;0;0;0;0;0;0
R1143;17-9-2015;12:20;1;0;0;2;2;0;0;0;0
R1145;17-9-2015;12:25;186;1;1;2;8;0;0;0;0
R1147;17-9-2015;12:30;80;7;0;2;1;0;1;2;0
R1149;17-9-2015;12:35;99;0;3;3;6;1;0;0;0
R1151;17-9-2015;12:40;1;4;2;5;0;1;0;0;0
R1153;17-9-2015;12:44;106;2;1;0;0;0;0;0;0
R1155;17-9-2015;12:49;52;1;0;0;0;0;0;0;0
R1157;17-9-2015;12:54;57;1;0;3;0;1;0;0;0
R1159;17-9-2015;12:59;25;4;0;0;0;0;0;0;0
R1161;17-9-2015;13:03;34;0;1;2;0;4;1;0;0
R1163;17-9-2015;13:08;90;1;0;0;1;0;0;0;0
R1165;17-9-2015;13:13;47;0;0;1;2;0;0;0;0
R1167;17-9-2015;13:18;56;2;0;1;1;2;3;4;0
R1169;17-9-2015;13:23;0;0;2;1;3;0;0;0;0
R1171;17-9-2015;13:27;25;2;0;1;0;0;0;0;0
R1173;17-9-2015;13:32;7;0;0;0;0;0;0;0;0
R1175;17-9-2015;13:37;40;2;1;4;2;0;0;0;0
R1177;17-9-2015;13:42;40;0;3;0;0;0;0;0;0
R1179;17-9-2015;13:46;1;0;1;3;1;0;3;0;0
R1181;17-9-2015;13:51;24;0;0;0;2;0;0;0;0
R1183;17-9-2015;13:56;18;2;0;0;1;0;1;0;0
R1185;17-9-2015;14:01;53;3;0;2;1;0;0;0;0
R1187;17-9-2015;14:06;0;0;0;2;0;0;0;0;0
R1189;17-9-2015;14:10;32;3;0;0;0;1;0;0;0
R1191;17-9-2015;14:15;0;0;0;0;0;0;0;0;0
R1193;17-9-2015;14:20;8;0;0;0;0;0;3;0;0
R1195;17-9-2015;14:25;37;3;0;0;0;0;0;0;0
R1197;17-9-2015;14:29;0;0;1;2;2;0;1;0;0
R1199;17-9-2015;14:34;87;3;0;2;9;0;0;0;0
R1201;17-9-2015;14:39;29;3;0;0;0;0;0;0;0
R1203;17-9-2015;14:42;101;4;3;0;1;0;0;0;0
R1205;17-9-2015;14:48;6;11;2;3;6;3;0;0;0
R1207;17-9-2015;14:52;33;0;0;2;0;1;2;1;0
R1209;17-9-2015;14:57;7;0;0;0;0;0;0;0;0
R1211;17-9-2015;15:01;10;2;1;0;0;0;0;0;0
R1213;17-9-2015;15:06;16;2;0;0;0;0;0;0;0
R1215;17-9-2015;15:10;18;1;0;3;0;1;0;0;0
R1217;17-9-2015;15:14;23;2;0;0;0;0;0;0;0
R1219;17-9-2015;15:19;39;3;2;0;2;0;0;0;0
R1221;17-9-2015;15:23;11;1;0;0;0;0;0;0;0
R1223;17-9-2015;15:27;1;1;0;0;0;0;0;0;0
R1225;17-9-2015;15:32;36;2;0;2;0;0;1;0;0
R1227;17-9-2015;15:36;6;1;0;0;0;0;0;0;0
R1229;17-9-2015;15:40;14;0;0;0;1;0;0;0;0
R1231;17-9-2015;15:45;14;2;0;0;0;0;0;0;0
R1233;17-9-2015;15:49;91;0;1;4;2;0;0;0;0
R1235;17-9-2015;15:53;53;3;1;3;2;0;0;0;0
R1237;17-9-2015;15:58;133;4;0;4;2;0;0;0;0
R1239;17-9-2015;16:02;0;2;0;0;0;0;0;0;0
R1241;17-9-2015;16:06;0;0;0;0;0;1;0;0;0
R1243;17-9-2015;16:11;21;0;1;0;0;0;0;0;0
R1245;17-9-2015;16:15;0;0;0;0;0;0;0;0;0
R1247;17-9-2015;16:19;13;0;0;0;0;0;0;0;0
R1249;17-9-2015;16:24;26;1;0;0;0;0;0;0;0
R1251;17-9-2015;16:28;79;0;1;0;2;0;0;0;0
R1253;17-9-2015;16:32;52;0;0;2;3;2;0;0;0
R1255;17-9-2015;16:37;48;6;1;5;4;3;3;0;0
R1257;17-9-2015;16:41;3;1;0;0;1;0;1;1;0
R1259;17-9-2015;16:45;2;0;0;0;0;0;0;0;0
R1261;17-9-2015;16:50;1;0;0;0;0;0;0;0;0
R1263;17-9-2015;16:54;13;0;0;0;0;0;0;0;0
R1265;17-9-2015;16:58;6;0;0;0;0;0;0;0;0
R1267;17-9-2015;17:03;55;1;0;7;0;0;0;0;0
R1269;17-9-2015;17:07;0;0;1;0;0;3;3;0;0
R1271;17-9-2015;17:11;16;0;1;0;0;0;0;0;0
R1275;17-9-2015;17:20;9;0;0;1;1;0;1;0;0
R1279;17-9-2015;17:29;108;6;7;1;6;3;3;0;0
R1281;17-9-2015;17:33;0;0;0;0;0;0;0;0;0
R1283;17-9-2015;17:37;1;3;0;0;0;0;2;0;0
R1285;17-9-2015;17:42;2;1;0;0;0;0;0;0;0
R1287;17-9-2015;17:46;20;0;0;1;0;0;0;0;0
R1289;17-9-2015;17:51;0;0;3;0;0;0;0;0;0
R1291;17-9-2015;17:56;64;4;5;0;0;0;0;0;0
R1293;17-9-2015;18:01;0;0;0;0;0;0;0;0;0
R1295;17-9-2015;18:10;0;6;5;0;1;10;0;0;0
R1297;17-9-2015;18:24;25;3;3;0;2;1;0;0;0
R1299;17-9-2015;18:39;1;0;5;1;0;0;0;0;0
R1301;17-9-2015;18:50;26;0;0;1;0;0;0;0;0
R1303;17-9-2015;19:09;39;0;0;2;0;0;0;0;0
R1305;17-9-2015;19:24;31;1;1;0;0;0;0;0;0
R1307;17-9-2015;19:37;19;0;0;0;0;0;0;0;0
R1309;17-9-2015;19:52;13;0;1;0;0;0;0;0;0
R1311;17-9-2015;20:07;29;1;0;0;0;0;0;0;0
R1313;17-9-2015;20:22;8;0;0;2;0;0;0;0;0
R1315;17-9-2015;20:37;15;1;0;0;2;0;0;0;0
R1317;17-9-2015;20:52;13;0;0;0;0;0;0;0;0
R1319;17-9-2015;21:07;13;1;0;0;0;0;0;0;0
R1001;18-9-2015;6:10;4;0;0;0;0;0;0;0;0
R1003;18-9-2015;6:30;34;2;1;1;1;2;0;0;0
R1005;18-9-2015;6:42;34;0;1;0;1;0;0;0;0
R1007;18-9-2015;6:55;31;0;1;1;1;1;0;0;0
R1009;18-9-2015;7:05;0;27;0;3;0;0;0;0;0
R1011;18-9-2015;7:14;38;0;0;1;0;0;0;0;0
R1013;18-9-2015;7:21;34;67;1;0;0;0;0;0;0
R1015;18-9-2015;7:26;0;0;0;0;0;0;0;0;0
R1017;18-9-2015;7:31;0;1;0;0;0;0;0;0;0
R1019;18-9-2015;7:36;40;2;0;0;2;0;0;0;0
R1021;18-9-2015;7:40;64;40;0;0;0;0;0;0;0
R1023;18-9-2015;7:44;81;0;0;0;1;0;1;0;0
R1025;18-9-2015;7:48;0;0;0;0;0;0;0;0;0
R1027;18-9-2015;7:52;45;0;0;1;0;1;0;0;0
R1029;18-9-2015;7:57;0;90;1;0;1;0;0;0;0
R1031;18-9-2015;8:01;172;5;0;1;0;0;0;0;0
R1033;18-9-2015;8:05;5;157;0;1;0;0;0;0;0
R1035;18-9-2015;8:09;110;0;0;0;0;0;0;0;0
R1037;18-9-2015;8:14;274;5;5;5;2;0;0;0;0
R1039;18-9-2015;8:18;175;5;2;1;0;1;0;0;0
R1041;18-9-2015;8:22;201;0;4;3;7;0;0;0;0
R1043;18-9-2015;8:26;0;72;1;0;0;0;0;0;0
R1045;18-9-2015;8:30;0;0;2;1;1;0;0;0;0
R1047;18-9-2015;8:35;206;1;0;0;2;0;0;0;0
R1049;18-9-2015;8:39;172;4;2;1;0;1;0;0;0
R1051;18-9-2015;8:43;46;1;4;0;11;0;0;0;0
R1053;18-9-2015;8:47;77;0;0;0;2;0;0;0;0
R1055;18-9-2015;8:52;14;0;0;0;0;0;0;0;0
R1057;18-9-2015;8:56;167;0;1;1;0;0;0;0;0
R1059;18-9-2015;9:00;129;4;1;1;1;0;0;1;0
R1061;18-9-2015;9:05;0;0;0;1;0;0;0;0;0
R1063;18-9-2015;9:09;61;0;1;0;0;0;0;0;0
R1065;18-9-2015;9:14;79;2;1;2;2;1;0;0;0
R1067;18-9-2015;9:19;43;0;0;0;0;0;0;0;0
R1069;18-9-2015;9:24;21;2;0;0;1;1;0;0;0
R1071;18-9-2015;9:28;104;1;0;5;0;0;0;0;0
R1073;18-9-2015;9:33;97;0;3;1;4;0;0;0;0
R1075;18-9-2015;9:38;114;3;1;1;2;0;0;0;0
R1077;18-9-2015;9:43;0;2;0;1;0;0;0;0;0
R1079;18-9-2015;9:48;0;0;0;0;0;0;0;0;0
R1081;18-9-2015;9:52;119;5;0;0;2;0;0;0;0
R1083;18-9-2015;9:57;74;0;0;0;0;0;0;0;0
R1085;18-9-2015;10:02;134;4;0;4;0;1;0;0;0
R1087;18-9-2015;10:07;0;0;3;3;0;0;0;0;0
R1089;18-9-2015;10:11;118;0;1;0;0;0;0;0;0
R1091;18-9-2015;10:16;139;3;3;3;0;0;0;0;0
R1093;18-9-2015;10:21;131;1;2;0;1;0;0;0;0
R1095;18-9-2015;10:26;127;0;0;2;0;1;0;0;0
R1097;18-9-2015;10:31;5;0;0;0;12;0;0;0;0
R1099;18-9-2015;10:35;52;4;2;2;1;1;0;0;0
R1101;18-9-2015;10:40;104;4;0;1;6;0;0;1;0
R1103;18-9-2015;10:45;41;3;1;2;0;1;2;0;0
R1105;18-9-2015;10:50;78;2;0;2;0;0;0;0;0
R1107;18-9-2015;10:54;39;0;1;2;3;0;0;0;0
R1109;18-9-2015;10:59;23;1;0;1;0;0;0;0;0
R1111;18-9-2015;11:04;64;1;4;1;4;2;0;0;0
R1113;18-9-2015;11:09;54;5;0;0;0;0;0;0;0
R1115;18-9-2015;11:14;0;0;0;0;0;0;0;0;0
R1117;18-9-2015;11:18;78;2;0;1;0;0;0;0;0
R1119;18-9-2015;11:23;30;0;0;0;0;0;0;0;0
R1121;18-9-2015;11:28;119;3;0;3;4;0;0;0;0
R1123;18-9-2015;11:33;0;0;0;2;0;0;0;0;0
R1125;18-9-2015;11:37;25;2;0;0;3;2;0;0;0
R1127;18-9-2015;11:42;88;1;0;1;0;0;0;0;0
R1129;18-9-2015;11:47;22;1;0;0;0;1;0;0;0
R1131;18-9-2015;11:52;72;1;0;0;3;0;0;0;0
R1133;18-9-2015;11:57;0;0;0;0;0;0;0;0;0
R1135;18-9-2015;12:01;0;0;0;0;0;0;0;0;0
R1137;18-9-2015;12:06;23;4;0;0;2;0;1;0;0
R1139;18-9-2015;12:11;58;1;0;2;0;2;0;0;0
R1141;18-9-2015;12:16;0;1;0;2;0;0;0;0;0
R1143;18-9-2015;12:20;41;3;1;2;0;0;0;0;0
R1145;18-9-2015;12:25;99;1;1;0;5;1;0;0;0
R1147;18-9-2015;12:30;108;1;1;1;0;1;0;0;0
R1149;18-9-2015;12:35;147;0;3;3;1;1;0;0;0
R1151;18-9-2015;12:40;0;0;0;0;0;0;0;0;0
R1153;18-9-2015;12:44;62;1;0;0;0;1;4;0;0
R1155;18-9-2015;12:49;57;1;0;2;5;2;0;0;0
R1157;18-9-2015;12:54;115;0;1;0;0;2;0;0;0
R1159;18-9-2015;12:59;2;5;0;0;0;0;0;0;0
R1161;18-9-2015;13:03;0;3;1;1;1;0;0;0;0
R1163;18-9-2015;13:08;47;6;0;1;3;0;0;0;0
R1165;18-9-2015;13:13;64;5;1;1;1;0;0;0;0
R1167;18-9-2015;13:18;22;1;0;0;0;0;0;0;0
R1169;18-9-2015;13:23;0;0;0;0;0;0;0;0;0
R1171;18-9-2015;13:27;1;0;0;0;0;0;0;0;0
R1173;18-9-2015;13:32;27;0;4;1;0;0;0;0;0
R1175;18-9-2015;13:37;98;0;0;1;4;0;0;0;0
R1177;18-9-2015;13:42;0;0;0;0;0;1;0;0;0
R1179;18-9-2015;13:46;0;0;0;0;3;1;0;0;0
R1181;18-9-2015;13:51;32;0;0;0;0;0;0;0;0
R1185;18-9-2015;14:01;7;1;0;0;0;0;0;0;0
R1187;18-9-2015;14:06;0;0;0;1;0;2;0;0;0
R1189;18-9-2015;14:10;19;0;0;1;0;0;0;0;0
R1191;18-9-2015;14:15;15;1;0;1;2;0;0;0;0
R1193;18-9-2015;14:20;57;0;0;1;0;0;0;0;0
R1195;18-9-2015;14:25;0;0;1;0;4;0;0;0;0
R1197;18-9-2015;14:29;41;3;0;0;0;1;0;0;0
R1199;18-9-2015;14:34;19;0;4;0;1;1;0;0;0
R1201;18-9-2015;14:39;37;2;0;1;1;0;0;0;0
R1203;18-9-2015;14:42;11;0;0;1;0;0;0;0;0
R1205;18-9-2015;14:48;0;0;0;0;0;0;0;0;0
R1207;18-9-2015;14:52;7;1;0;0;0;0;0;0;0
R1209;18-9-2015;14:57;28;0;0;3;2;2;0;0;0
R1211;18-9-2015;15:01;35;2;0;1;0;0;1;0;0
R1213;18-9-2015;15:06;2;0;1;0;1;0;0;0;0
R1215;18-9-2015;15:10;23;0;1;0;1;0;0;0;0
R1217;18-9-2015;15:14;8;0;1;1;0;0;0;0;0
R1219;18-9-2015;15:19;20;0;0;0;0;0;0;0;0
R1221;18-9-2015;15:23;6;1;0;1;0;0;0;0;0
R1223;18-9-2015;15:27;0;0;0;0;0;0;0;0;0
R1225;18-9-2015;15:32;10;1;0;1;0;0;0;0;0
R1227;18-9-2015;15:36;27;1;1;2;1;0;0;0;0
R1229;18-9-2015;15:40;16;1;1;0;1;0;0;0;0
R1231;18-9-2015;15:45;0;0;0;1;0;0;0;0;0
R1233;18-9-2015;15:49;21;0;1;2;2;0;0;0;0
R1235;18-9-2015;15:53;23;3;0;0;0;0;0;0;0
R1237;18-9-2015;15:58;11;0;0;1;0;0;0;0;0
R1239;18-9-2015;16:02;14;0;0;0;1;0;0;0;0
R1241;18-9-2015;16:06;0;0;0;0;0;0;0;0;0
R1243;18-9-2015;16:11;3;0;0;0;0;0;0;0;0
R1245;18-9-2015;16:15;8;1;0;0;0;0;0;0;0
R1247;18-9-2015;16:19;10;0;0;0;0;0;1;0;0
R1249;18-9-2015;16:24;11;0;0;1;4;0;0;0;0
R1251;18-9-2015;16:28;28;0;0;0;0;0;0;0;0
R1253;18-9-2015;16:32;16;2;1;3;3;1;0;1;0
R1255;18-9-2015;16:37;9;2;0;0;0;0;0;0;0
R1257;18-9-2015;16:41;0;3;0;0;1;0;1;0;0
R1259;18-9-2015;16:45;0;0;0;0;0;0;0;0;0
R1261;18-9-2015;16:50;11;1;1;0;0;0;0;0;0
R1263;18-9-2015;16:54;5;0;0;0;1;0;0;0;0
R1265;18-9-2015;16:58;12;0;0;0;0;4;0;0;0
R1267;18-9-2015;17:03;4;0;0;2;2;0;0;0;0
R1269;18-9-2015;17:07;23;0;0;0;0;0;0;0;0
R1271;18-9-2015;17:11;9;0;2;0;0;0;0;0;0
R1273;18-9-2015;17:16;0;0;0;0;2;0;0;0;0
R1275;18-9-2015;17:20;0;0;0;0;0;0;0;0;0
R1277;18-9-2015;17:24;0;0;0;0;0;0;0;0;0
R1279;18-9-2015;17:29;6;2;0;0;0;0;0;0;0
R1281;18-9-2015;17:33;8;1;2;1;1;0;0;0;0
R1283;18-9-2015;17:37;16;1;0;0;0;0;0;0;0
R1285;18-9-2015;17:42;9;1;1;1;1;1;0;0;0
R1289;18-9-2015;17:51;11;0;0;0;0;0;0;0;0
R1291;18-9-2015;17:56;17;3;0;1;0;1;0;0;0
R1293;18-9-2015;18:01;5;0;0;0;2;0;0;0;0
R1295;18-9-2015;18:10;33;0;0;0;0;0;0;0;0
R1297;18-9-2015;18:24;15;1;1;2;0;0;0;0;0
R1299;18-9-2015;18:39;36;2;0;0;0;0;0;0;0
R1301;18-9-2015;18:50;38;0;0;1;1;0;0;0;0
R1303;18-9-2015;19:09;14;0;1;1;0;0;0;0;0
R1305;18-9-2015;19:24;26;0;0;0;0;0;0;0;0
R1307;18-9-2015;19:37;0;0;0;0;0;0;0;0;0
R1309;18-9-2015;19:52;11;2;0;1;0;0;0;0;0
R1311;18-9-2015;20:07;5;1;2;0;2;0;0;0;0
R1313;18-9-2015;20:22;0;0;0;0;0;0;0;0;0
R1315;18-9-2015;20:37;12;0;0;0;0;0;0;0;0
R1317;18-9-2015;20:52;10;2;1;0;0;0;0;0;0
R1319;18-9-2015;21:07;0;0;0;0;0;0;0;0;0
R1001;21-9-2015;6:10;5;0;0;0;0;0;0;0;0
R1003;21-9-2015;6:30;45;2;0;1;0;1;0;0;0
R1005;21-9-2015;6:42;48;0;1;0;3;0;0;0;0
R1007;21-9-2015;6:55;129;2;0;2;0;0;0;0;0
R1009;21-9-2015;7:05;43;0;0;2;1;0;0;0;0
R1011;21-9-2015;7:14;77;3;0;1;0;1;0;0;0
R1013;21-9-2015;7:21;35;1;0;0;0;0;0;0;0
R1015;21-9-2015;7:26;65;2;0;2;2;0;0;0;0
R1017;21-9-2015;7:31;48;1;0;2;0;0;0;0;0
R1019;21-9-2015;7:36;20;0;0;3;0;0;0;0;0
R1021;21-9-2015;7:40;33;0;0;1;0;0;0;0;0
R1023;21-9-2015;7:44;0;64;0;1;0;0;1;0;0
R1025;21-9-2015;7:48;80;3;1;2;1;0;0;0;0
R1027;21-9-2015;7:52;0;81;0;2;0;0;0;0;0
R1029;21-9-2015;7:57;98;0;0;0;1;0;0;0;0
R1031;21-9-2015;8:01;104;2;0;3;1;1;0;0;0
R1033;21-9-2015;8:05;120;0;1;1;2;0;1;0;0
R1035;21-9-2015;8:09;172;0;2;2;0;3;0;0;0
R1037;21-9-2015;8:14;229;0;1;0;0;0;0;0;0
R1039;21-9-2015;8:18;231;0;3;2;1;1;0;2;0
R1041;21-9-2015;8:22;308;1;0;1;0;1;0;0;0
R1043;21-9-2015;8:26;430;0;2;1;5;0;0;0;0
R1045;21-9-2015;8:30;378;4;3;1;2;2;1;0;0
R1047;21-9-2015;8:35;255;1;7;3;1;0;0;0;0
R1049;21-9-2015;8:39;312;6;2;0;2;0;0;0;0
R1051;21-9-2015;8:43;125;2;1;3;3;1;0;0;0
R1053;21-9-2015;8:47;91;67;1;0;2;0;0;0;0
R1055;21-9-2015;8:52;248;2;2;2;1;1;0;0;0
R1057;21-9-2015;8:56;202;1;1;1;1;0;0;0;0
R1059;21-9-2015;9:00;115;3;0;2;3;0;0;0;0
R1061;21-9-2015;9:05;20;0;1;0;1;0;0;0;0
R1063;21-9-2015;9:09;101;2;0;0;0;0;0;0;0
R1065;21-9-2015;9:14;89;0;0;0;4;1;0;0;0
R1067;21-9-2015;9:19;91;1;0;2;0;0;0;0;0
R1069;21-9-2015;9:24;75;1;1;0;0;1;0;0;0
R1071;21-9-2015;9:28;114;2;0;2;0;0;0;0;0
R1073;21-9-2015;9:33;0;0;2;0;3;0;0;0;0
R1075;21-9-2015;9:38;75;0;0;1;0;2;0;0;0
R1077;21-9-2015;9:43;73;0;0;0;0;2;0;0;0
R1079;21-9-2015;9:48;92;3;0;2;2;0;0;0;0
R1081;21-9-2015;9:52;71;1;1;2;0;0;1;0;0
R1083;21-9-2015;9:57;109;1;0;3;2;1;0;0;0
R1085;21-9-2015;10:02;76;3;0;1;1;0;0;0;0
R1087;21-9-2015;10:07;92;1;0;0;0;1;0;0;0
R1089;21-9-2015;10:11;60;2;0;2;2;0;0;0;0
R1091;21-9-2015;10:16;253;4;0;1;0;1;0;0;0
R1093;21-9-2015;10:21;224;0;0;2;8;0;0;0;0
R1095;21-9-2015;10:26;122;1;0;2;1;0;0;0;0
R1097;21-9-2015;10:31;209;0;2;0;1;1;0;0;0
R1099;21-9-2015;10:35;179;6;0;1;8;0;0;0;0
R1101;21-9-2015;10:40;93;5;0;0;0;0;0;0;0
R1103;21-9-2015;10:45;63;0;3;3;0;0;0;0;0
R1105;21-9-2015;10:50;0;0;0;0;0;0;0;0;0
R1107;21-9-2015;10:54;60;0;0;0;0;0;0;0;0
R1109;21-9-2015;10:59;0;0;0;1;0;0;0;0;0
R1111;21-9-2015;11:04;47;2;0;1;4;0;0;0;0
R1113;21-9-2015;11:09;62;2;2;0;0;0;0;0;0
R1115;21-9-2015;11:14;49;2;1;1;0;0;0;0;0
R1117;21-9-2015;11:18;32;0;1;1;0;0;0;0;0
R1119;21-9-2015;11:23;54;1;0;5;2;0;0;0;0
R1121;21-9-2015;11:28;62;0;0;0;0;0;0;0;0
R1123;21-9-2015;11:33;80;2;2;0;0;0;2;0;0
R1125;21-9-2015;11:37;31;1;0;0;0;0;0;0;0
R1127;21-9-2015;11:42;78;1;1;0;1;1;1;0;0
R1129;21-9-2015;11:47;32;0;0;0;0;0;0;0;0
R1131;21-9-2015;11:52;12;1;0;2;4;0;0;0;0
R1133;21-9-2015;11:57;51;1;1;1;0;1;0;0;0
R1135;21-9-2015;12:01;55;0;2;2;0;1;0;1;0
R1137;21-9-2015;12:06;77;0;2;0;3;0;0;0;0
R1139;21-9-2015;12:11;65;0;3;3;0;0;0;0;0
R1141;21-9-2015;12:16;75;1;0;0;0;3;0;0;0
R1143;21-9-2015;12:20;59;2;0;0;0;0;0;0;0
R1145;21-9-2015;12:25;83;0;0;2;1;7;0;0;0
R1147;21-9-2015;12:30;93;0;1;4;2;0;2;0;0
R1149;21-9-2015;12:35;102;4;1;1;0;0;0;0;0
R1151;21-9-2015;12:40;113;3;0;4;5;0;1;0;0
R1153;21-9-2015;12:44;111;1;2;4;3;1;0;0;0
R1155;21-9-2015;12:49;131;1;2;4;3;3;0;0;0
R1157;21-9-2015;12:54;73;1;1;0;0;3;1;0;0
R1159;21-9-2015;12:59;96;3;2;2;0;1;0;0;0
R1161;21-9-2015;13:03;45;3;1;1;0;0;0;0;0
R1163;21-9-2015;13:08;69;0;0;2;0;1;0;0;0
R1165;21-9-2015;13:13;35;1;0;1;4;0;0;0;0
R1167;21-9-2015;13:18;48;0;0;0;1;0;0;0;0
R1169;21-9-2015;13:23;42;1;2;1;1;0;0;0;0
R1171;21-9-2015;13:27;27;0;0;0;0;0;0;0;0
R1173;21-9-2015;13:32;69;1;0;0;0;0;0;0;0
R1175;21-9-2015;13:37;36;0;0;0;3;0;0;0;0
R1177;21-9-2015;13:42;36;0;0;1;1;1;0;0;0
R1179;21-9-2015;13:46;18;0;0;0;1;0;0;0;0
R1181;21-9-2015;13:51;19;3;1;0;3;2;0;0;0
R1183;21-9-2015;13:56;30;0;0;0;0;0;0;0;0
R1185;21-9-2015;14:01;3;0;0;2;0;0;0;0;0
R1187;21-9-2015;14:06;25;0;0;1;0;0;0;0;0
R1189;21-9-2015;14:10;30;1;1;0;7;0;0;0;0
R1191;21-9-2015;14:15;51;0;0;0;0;0;0;0;0
R1193;21-9-2015;14:20;33;0;0;0;0;0;0;0;0
R1195;21-9-2015;14:25;54;1;1;3;0;0;0;0;0
R1197;21-9-2015;14:29;52;2;0;0;0;0;0;0;0
